,Unnamed: 0,Date,Latitude,Longitude,Speed,Altitude,ir,luminosity,pm1s,pm25s,pm10s,pm1e,pm25e,pm10e,a03um01Lair,a05um01Lair,a1um01Lair,a25um01Lair,a5um01Lair,a10um01Lair,Co2,Temp,Hum,uv,ROH,NH4
1903,5480,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,56,5.3901,14,18,19,14,18,19,2700,768,80,2,0,0,762.5,0.0,0.0,0.0,0,0
1904,5481,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,37,4.376,13,17,17,13,17,17,2589,751,74,2,0,0,715.63,0.0,0.0,0.0,0,0
1905,5482,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,40,5.1515,13,17,17,13,17,17,2589,751,74,2,0,0,731.25,0.0,0.0,0.0,0,0
1906,5483,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,45,6.9488,12,16,16,12,16,16,2511,725,66,1,0,0,746.88,0.0,0.0,0.0,0,0
1907,5484,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,86,14.8143,13,16,16,13,16,16,2508,725,62,0,0,0,731.25,0.0,0.0,0.0,0,0
1908,5485,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,112,19.6014,13,17,17,13,17,17,2466,711,67,3,0,0,703.13,0.0,0.0,0.0,0,0
1909,5486,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,132,21.8834,13,17,17,13,17,17,2466,711,67,3,0,0,715.63,0.0,0.0,0.0,0,0
1910,5487,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,106,16.3188,13,16,16,13,16,16,2406,691,67,3,0,0,731.25,0.0,0.0,0.0,0,0
1911,5488,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,118,17.216,12,15,15,12,15,15,2403,680,60,3,0,0,746.88,0.0,0.0,0.0,0,0
1912,5489,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,128,16.0245,13,15,15,13,15,15,2400,670,54,3,0,0,731.25,0.0,0.0,0.0,0,0
1913,5490,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,65,7.2953,13,15,15,13,15,15,2400,670,54,3,0,0,762.5,0.0,0.0,0.0,0,0
1914,5491,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,29,3.1941,12,14,14,12,14,14,2358,654,51,3,0,0,746.88,0.0,0.0,0.0,0,0
1915,5492,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,19,2.0213,12,14,14,12,14,14,2307,626,48,3,0,0,825.0,0.0,0.0,0.0,0,0
1916,5493,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,19,1.8208,12,14,14,12,14,14,2307,626,48,3,0,0,731.25,0.0,0.0,0.0,0,0
1917,5494,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,22,1.8396,11,14,15,11,14,15,2280,621,54,4,1,0,731.25,0.0,0.0,0.0,0,0
1918,5495,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,12,1.2158,12,15,15,12,15,15,2409,655,55,4,1,0,746.88,0.0,0.0,0.0,0,0
1919,5496,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,10,1.5327,13,16,16,13,16,16,2550,695,64,4,1,0,731.25,0.0,0.0,0.0,0,0
1920,5497,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,9,1.2554,13,16,16,13,16,16,2550,695,64,4,1,0,837.5,0.0,0.0,0.0,0,0
1921,5498,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,13,1.6935,13,17,17,13,17,17,2601,712,71,4,1,0,746.88,0.0,0.0,0.0,0,0
1922,5499,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,19,2.2238,13,16,16,13,16,16,2568,705,66,1,1,0,746.88,0.0,0.0,0.0,0,0
1923,5500,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,12,1.8288,13,16,16,13,16,16,2568,705,66,1,1,0,746.88,0.0,0.0,0.0,0,0
1924,5501,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,9,1.3587,13,16,17,13,16,17,2610,716,64,2,1,0,746.88,0.0,0.0,0.0,0,0
1925,5502,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,9,1.619,13,16,17,13,16,17,2622,723,68,2,1,0,793.75,0.0,0.0,0.0,0,0
1926,5503,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,11,1.8627,14,17,18,14,17,18,2649,744,79,2,1,0,731.25,0.0,0.0,0.0,0,0
1927,5504,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,12,1.8807,14,17,18,14,17,18,2649,744,79,2,1,0,762.5,0.0,0.0,0.0,0,0
1928,5505,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,34,7.5481,14,17,17,14,17,17,2607,734,73,2,1,0,746.88,0.0,0.0,0.0,0,0
1929,5506,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,34,6.9151,14,17,17,14,17,17,2589,739,70,2,1,0,762.5,0.0,0.0,0.0,0,0
1930,5507,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,43,8.4811,14,17,17,14,17,17,2589,739,70,2,1,0,793.75,0.0,0.0,0.0,0,0
1931,5508,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,344,86.984,14,17,17,14,17,17,2619,746,70,2,0,0,762.5,0.0,0.0,0.0,0,0
1932,5509,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,125,25.3258,14,17,17,14,17,17,2610,736,69,2,0,0,731.25,0.0,0.0,0.0,0,0
1933,5510,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,127,20.9089,13,16,16,13,16,16,2529,719,69,2,0,0,746.88,0.0,0.0,0.0,0,0
1934,5511,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,23,3.0711,13,16,16,13,16,16,2529,719,69,2,0,0,746.88,0.0,0.0,0.0,0,0
1935,5512,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,17,2.2342,13,16,16,13,16,16,2436,690,68,2,0,0,853.13,0.0,0.0,0.0,0,0
1936,5513,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,14,1.8671,13,15,15,13,15,15,2403,680,67,2,0,0,746.88,0.0,0.0,0.0,0,0
1937,5514,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,10,1.8454,13,15,15,13,15,15,2403,680,67,2,0,0,703.13,0.0,0.0,0.0,0,0
1938,5515,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,16,2.9422,13,15,15,13,15,15,2418,686,67,1,0,0,762.5,0.0,0.0,0.0,0,0
1939,5516,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,12,1.8807,13,15,15,13,15,15,2388,672,67,1,0,0,715.63,0.0,0.0,0.0,0,0
1940,5517,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,13,2.4724,13,15,15,13,15,15,2388,672,67,1,0,0,731.25,0.0,0.0,0.0,0,0
1941,5518,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,35,7.9333,12,14,14,12,14,14,2319,651,58,1,0,0,762.5,0.0,0.0,0.0,0,0
1942,5519,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,65,15.4215,12,14,14,12,14,14,2334,647,58,1,0,0,731.25,0.0,0.0,0.0,0,0
1943,5520,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,56,13.0108,12,14,14,12,14,14,2298,638,59,1,0,0,731.25,0.0,0.0,0.0,0,0
1944,5521,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,39,9.3165,12,14,14,12,14,14,2298,638,59,1,0,0,731.25,0.0,0.0,0.0,0,0
1945,5522,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,135,35.4268,12,14,14,12,14,14,2262,624,56,0,0,0,731.25,0.0,0.0,0.0,0,0
1946,5523,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,215,59.3517,11,14,14,11,14,14,2190,617,65,0,0,0,731.25,0.0,0.0,0.0,0,0
1947,5524,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,298,79.2719,11,14,14,11,14,14,2190,617,65,0,0,0,731.25,0.0,0.0,0.0,0,0
1948,5525,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,237,57.4272,11,13,13,11,13,13,2097,583,61,0,0,0,762.5,0.0,0.0,0.0,0,0
1949,5526,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,97,18.5088,11,13,13,11,13,13,2148,591,59,0,0,0,731.25,0.0,0.0,0.0,0,0
1950,5527,2021-07-13 20:40:47.000,14.5787,121.0763,0.01,17.0,27,4.1797,12,15,15,12,15,15,2370,642,71,0,0,0,746.88,0.0,0.0,0.0,0,0
1951,5528,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,11,1.6031,12,15,15,12,15,15,2370,642,71,0,0,0,731.25,0.0,0.0,0.0,0,0
1952,5529,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,7,0.9079,11,15,16,11,15,16,2310,628,76,3,1,0,731.25,0.0,0.0,0.0,0,0
1953,5530,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,6,0.8885,11,15,15,11,15,15,2211,606,72,4,1,0,731.25,0.0,0.0,0.0,0,0
1954,5531,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,8,1.0303,11,15,15,11,15,15,2211,606,72,4,1,0,703.13,0.0,0.0,0.0,0,0
1955,5532,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,6,0.8885,10,15,15,10,15,15,2184,587,76,4,1,0,715.63,0.0,0.0,0.0,0,0
1956,5533,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,13,2.6827,10,14,16,10,14,16,2109,571,73,5,2,1,746.88,0.0,0.0,0.0,0,0
1957,5534,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,107,25.789,10,14,16,10,14,16,2136,574,73,6,3,1,715.63,0.0,0.0,0.0,0,0
1958,5535,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,157,34.5295,10,14,16,10,14,16,2136,574,73,6,3,1,746.88,0.0,0.0,0.0,0,0
1959,5536,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,133,27.4019,10,14,16,10,14,16,2109,564,73,6,3,1,762.5,0.0,0.0,0.0,0,0
1960,5537,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,103,19.4481,9,13,16,9,13,16,2052,538,65,7,4,1,746.88,0.0,0.0,0.0,0,0
1961,5538,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,47,6.6761,10,14,17,10,14,17,2139,570,65,10,5,1,715.63,0.0,0.0,0.0,0,0
1962,5539,2021-07-13 20:45:34.000,14.5788,121.0769,0.01,21.8,2,0.4006,10,14,17,10,14,17,2139,570,65,10,5,1,731.25,0.0,0.0,0.0,0,0
1963,5540,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,8,0.4378,10,14,18,10,14,18,2115,578,70,10,5,1,731.25,0.0,0.0,0.0,0,0
1964,5541,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,31,1.0097,9,14,18,9,14,18,1953,546,68,14,6,2,703.13,0.0,0.0,0.0,0,0
1965,5542,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,10,1.0718,9,14,18,9,14,18,1953,546,68,14,6,2,715.63,0.0,0.0,0.0,0,0
1966,5543,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,15,0.6664,9,13,17,9,13,17,1956,546,66,12,5,2,746.88,0.0,0.0,0.0,0,0
1967,5544,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,23,0.7932,10,14,18,10,14,18,2100,582,72,11,5,2,715.63,0.0,0.0,0.0,0,0
1968,5545,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,54,1.3077,10,14,17,10,14,17,2058,574,71,12,5,2,793.75,0.0,0.0,0.0,0,0
1969,5546,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,9,0.5571,10,14,17,10,14,17,2058,574,71,12,5,2,715.63,0.0,0.0,0.0,0,0
1970,5547,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,5,0.7663,10,14,17,10,14,17,2073,577,75,12,5,1,731.25,0.0,0.0,0.0,0,0
1971,5548,2021-07-13 20:45:58.000,14.579,121.077,0.01,22.4,10,2.9577,10,15,17,10,15,17,2058,575,83,11,4,1,731.25,0.0,0.0,0.0,0,0
1972,5549,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,12,3.4639,10,15,17,10,15,17,2058,575,83,11,4,1,731.25,0.0,0.0,0.0,0,0
1973,5550,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,12,3.3573,11,15,18,11,15,18,2121,602,80,11,4,1,825.0,0.0,0.0,0.0,0,0
1974,5551,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,57,18.5641,11,16,18,11,16,18,2139,613,85,10,3,1,731.25,0.0,0.0,0.0,0,0
1975,5552,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,228,68.9098,11,16,17,11,16,17,2154,613,92,7,2,1,731.25,0.0,0.0,0.0,0,0
1976,5553,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,204,54.9963,11,16,17,11,16,17,2154,613,92,7,2,1,715.63,0.0,0.0,0.0,0,0
1977,5554,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,112,24.2242,10,15,17,10,15,17,2136,599,87,7,2,1,731.25,0.0,0.0,0.0,0,0
1978,5555,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,15,2.4548,10,14,15,10,14,15,2043,574,81,4,2,0,793.75,0.0,0.0,0.0,0,0
1979,5556,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,25,3.9873,10,13,15,10,13,15,1992,557,77,4,2,0,715.63,0.0,0.0,0.0,0,0
1980,5557,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,11,1.2955,10,13,15,10,13,15,1992,557,77,4,2,0,746.88,0.0,0.0,0.0,0,0
1981,5558,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,7,0.705,9,13,14,9,13,14,1923,535,72,4,2,0,715.63,0.0,0.0,0.0,0,0
1982,5559,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,3,0.2176,10,14,15,10,14,15,1983,555,75,6,2,0,715.63,0.0,0.0,0.0,0,0
1983,5560,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,2,0.2962,10,14,15,10,14,15,1983,555,75,6,2,0,809.38,0.0,0.0,0.0,0,0
1984,5561,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,2,0.1451,10,14,15,10,14,15,2028,572,78,6,1,0,715.63,0.0,0.0,0.0,0,0
1985,5562,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,1,0.1741,10,14,16,10,14,16,2040,575,69,7,2,1,703.13,0.0,0.0,0.0,0,0
1986,5563,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,2,0.1451,9,13,15,9,13,15,1986,559,74,8,3,2,703.13,0.0,0.0,0.0,0,0
1987,5564,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,6,1.4129,9,13,15,9,13,15,1986,559,74,8,3,2,746.88,0.0,0.0,0.0,0,0
1988,5565,2021-07-13 20:46:17.000,14.5792,121.0771,0.01,19.3,6,1.1492,10,13,15,10,13,15,1992,556,68,8,3,2,837.5,0.0,0.0,0.0,0,0
1989,5566,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,6,1.2544,10,13,16,10,13,16,1932,539,61,9,4,3,703.13,0.0,0.0,0.0,0,0
1990,5567,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,32,8.4203,10,13,16,10,13,16,1932,539,61,9,4,3,715.63,0.0,0.0,0.0,0,0
1991,5568,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,186,54.3305,10,13,16,10,13,16,1941,548,63,9,4,3,731.25,0.0,0.0,0.0,0,0
1992,5569,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,261,72.8072,9,13,16,9,13,16,2064,584,71,9,3,3,715.63,0.0,0.0,0.0,0,0
1993,5570,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,194,46.6209,10,14,16,10,14,16,2130,609,74,9,3,3,837.5,0.0,0.0,0.0,0,0
1994,5571,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,84,16.8244,11,15,17,11,15,17,2130,609,74,9,3,3,731.25,0.0,0.0,0.0,0,0
1995,5572,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,33,5.3797,11,15,18,11,15,18,2133,612,77,9,3,3,746.88,0.0,0.0,0.0,0,0
1996,5573,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,9,1.0,11,15,17,11,15,17,2142,620,77,6,3,3,715.63,0.0,0.0,0.0,0,0
1997,5574,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,2,0.2448,11,15,17,11,15,17,2142,620,77,6,3,3,715.63,0.0,0.0,0.0,0,0
1998,5575,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,4,0.6442,11,15,17,11,15,17,2184,626,74,5,3,3,731.25,0.0,0.0,0.0,0,0
1999,5576,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,2,0.3482,11,15,16,11,15,16,2169,620,75,4,2,2,715.63,0.0,0.0,0.0,0,0
2000,5577,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,1,0.3868,10,14,15,10,14,15,2202,619,73,3,1,1,746.88,0.0,0.0,0.0,0,0
2001,5578,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,6,1.2017,11,15,16,11,15,16,2202,619,73,3,1,1,731.25,0.0,0.0,0.0,0,0
2002,5579,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,2,0.2962,11,16,16,11,16,16,2205,627,76,4,1,1,715.63,0.0,0.0,0.0,0,0
2003,5580,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,3,0.17,10,15,15,10,15,15,2247,641,79,3,0,0,715.63,0.0,0.0,0.0,0,0
2004,5581,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,18,4.7697,10,15,15,10,15,15,2247,641,79,3,0,0,715.63,0.0,0.0,0.0,0,0
2005,5582,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,28,6.9825,10,15,15,10,15,15,2283,646,79,3,0,0,731.25,0.0,0.0,0.0,0,0
2006,5583,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,103,30.897,10,14,14,10,14,14,2211,623,73,3,0,0,715.63,0.0,0.0,0.0,0,0
2007,5584,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,139,40.2212,10,14,15,10,14,15,2196,618,79,5,1,1,715.63,0.0,0.0,0.0,0,0
2008,5585,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,64,17.0534,10,14,15,10,14,15,2196,618,79,5,1,1,731.25,0.0,0.0,0.0,0,0
2009,5586,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,70,17.138,11,16,17,11,16,17,2208,627,81,6,1,1,703.13,0.0,0.0,0.0,0,0
2010,5587,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,11,1.8627,10,15,16,10,15,16,2226,624,79,6,1,1,715.63,0.0,0.0,0.0,0,0
2011,5588,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,4,0.5408,10,15,16,10,15,16,2226,624,79,6,1,1,703.13,0.0,0.0,0.0,0,0
2012,5589,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,3,0.5222,10,15,16,10,15,16,2208,621,84,7,1,1,731.25,0.0,0.0,0.0,0,0
2013,5590,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,2,0.2962,11,17,18,11,17,18,2262,638,89,10,1,1,715.63,0.0,0.0,0.0,0,0
2014,5591,2021-07-13 20:46:51.000,14.5794,121.0773,0.01,18.3,2,0.2962,12,17,18,12,17,18,2238,647,95,10,1,1,703.13,0.0,0.0,0.0,0,0
2015,5592,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,2,0.4006,11,16,17,11,16,17,2238,647,95,10,1,1,731.25,0.0,0.0,0.0,0,0
2016,5593,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,4,0.7486,11,16,17,11,16,17,2262,647,95,9,1,1,715.63,0.0,0.0,0.0,0,0
2017,5594,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,15,2.7158,11,16,17,11,16,17,2313,669,93,9,1,1,746.88,0.0,0.0,0.0,0,0
2018,5595,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,20,3.9532,12,17,18,12,17,18,2313,669,93,9,1,1,746.88,0.0,0.0,0.0,0,0
2019,5596,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,21,4.1798,13,17,19,13,17,19,2295,667,94,10,2,1,731.25,0.0,0.0,0.0,0,0
2020,5597,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,49,10.42,13,17,19,13,17,19,2286,667,95,9,2,1,715.63,0.0,0.0,0.0,0,0
2021,5598,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,56,12.1121,13,17,18,13,17,18,2304,668,87,7,1,0,715.63,0.0,0.0,0.0,0,0
2022,5599,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,23,2.5612,13,17,18,13,17,18,2304,668,87,7,1,0,731.25,0.0,0.0,0.0,0,0
2023,5600,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,63,16.6672,13,17,17,13,17,17,2298,662,90,6,1,0,731.25,0.0,0.0,0.0,0,0
2024,5601,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,68,21.2664,14,17,18,14,17,18,2322,673,92,6,1,0,703.13,0.0,0.0,0.0,0,0
2025,5602,2021-07-13 20:47:43.000,14.5794,14.5797,2.82,18.3,75,22.6368,14,17,18,14,17,18,2322,673,92,6,1,0,715.63,0.0,0.0,0.0,0,0
2026,5603,2021-07-13 20:48:06.000,14.5797,121.0777,2.82,18.0,98,27.1512,14,17,18,14,17,18,2355,689,87,6,1,0,731.25,0.0,0.0,0.0,0,0
2027,5604,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,13,2.8938,15,17,18,15,17,18,2430,715,85,3,1,0,703.13,0.0,0.0,0.0,0,0
2028,5605,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,37,10.6714,15,19,20,15,19,20,2583,747,93,6,1,0,715.63,0.0,0.0,0.0,0,0
2029,5606,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,69,18.5586,15,19,20,15,19,20,2583,747,93,6,1,0,715.63,0.0,0.0,0.0,0,0
2030,5607,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,17,3.642,16,20,22,16,20,22,2736,794,100,9,1,0,715.63,0.0,0.0,0.0,0,0
2031,5608,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,27,7.6604,16,21,23,16,21,23,2832,812,111,12,2,1,809.38,0.0,0.0,0.0,0,0
2032,5609,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,79,22.5284,16,21,23,16,21,23,2832,812,111,12,2,1,715.63,0.0,0.0,0.0,0,0
2033,5610,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,23,5.9557,17,22,24,17,22,24,2991,854,116,11,1,1,715.63,0.0,0.0,0.0,0,0
2034,5611,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,33,9.4457,17,22,24,17,22,24,3012,857,113,11,1,1,703.13,0.0,0.0,0.0,0,0
2035,5612,2021-07-13 20:48:08.000,14.5797,121.0777,1.33,18.0,64,16.8938,16,21,24,16,21,24,3045,857,113,11,1,1,715.63,0.0,0.0,0.0,0,0
2036,5613,2021-07-13 20:48:26.000,14.5797,121.0779,1.32,17.8,15,3.6118,16,21,24,16,21,24,3045,857,113,11,1,1,778.13,0.0,0.0,0.0,0,0
2037,5614,2021-07-13 20:48:28.000,14.5797,121.0779,1.54,17.8,25,6.1434,16,21,23,16,21,23,3078,862,104,11,1,1,703.13,0.0,0.0,0.0,0,0
2038,5615,2021-07-13 20:48:30.000,14.5797,121.0779,1.81,17.6,55,13.7916,16,21,23,16,21,23,3069,863,105,11,1,1,703.13,0.0,0.0,0.0,0,0
2039,5616,2021-07-13 20:48:32.000,14.5797,121.0779,1.56,17.6,17,0.9478,16,21,23,16,21,23,3069,863,105,11,1,1,703.13,0.0,0.0,0.0,0,0
2040,5617,2021-07-13 20:48:32.000,14.5797,121.0779,1.56,17.6,11,0.4708,16,21,23,16,21,23,3105,864,104,10,1,1,731.25,0.0,0.0,0.0,0,0
2041,5618,2021-07-13 20:48:32.000,14.5797,121.0779,1.56,17.6,17,0.5455,15,21,23,15,21,23,3072,850,100,11,1,1,793.75,0.0,0.0,0.0,0,0
2042,5619,2021-07-13 20:48:38.000,14.5796,121.078,1.98,17.6,31,0.7625,15,20,22,15,20,22,3015,829,97,11,1,1,671.88,0.0,0.0,0.0,0,0
2043,5620,2021-07-13 20:48:40.000,14.5796,121.078,1.67,17.6,71,1.4186,15,20,22,15,20,22,3015,829,97,11,1,1,703.13,0.0,0.0,0.0,0,0
2044,5621,2021-07-13 20:48:42.000,14.5796,121.078,1.88,17.6,221,4.1323,14,19,20,14,19,20,2889,786,93,8,1,1,687.5,0.0,0.0,0.0,0,0
2045,5622,2021-07-13 20:48:42.000,14.5796,121.078,1.88,17.6,5,0.4114,14,18,18,14,18,18,2829,765,82,5,0,0,703.13,0.0,0.0,0.0,0,0
2046,5623,2021-07-13 20:48:42.000,14.5796,121.078,1.88,17.6,3,0.4185,13,17,17,13,17,17,2703,729,74,5,0,0,778.13,0.0,0.0,0.0,0,0
2047,5624,2021-07-13 20:48:48.000,14.5796,121.0781,1.81,17.6,3,0.5746,13,17,17,13,17,17,2703,729,74,5,0,0,715.63,0.0,0.0,0.0,0,0
2048,5625,2021-07-13 20:48:50.000,14.5796,121.0781,1.85,17.6,3,0.7861,14,17,18,14,17,18,2823,750,76,5,0,0,703.13,0.0,0.0,0.0,0,0
2049,5626,2021-07-13 20:48:50.000,14.5796,121.0781,1.85,17.6,5,1.3456,14,17,18,14,17,18,2841,767,76,4,0,0,703.13,0.0,0.0,0.0,0,0
2050,5627,2021-07-13 20:48:50.000,14.5796,121.0781,1.85,17.6,6,1.6254,14,17,18,14,17,18,2841,767,76,4,0,0,703.13,0.0,0.0,0.0,0,0
2051,5628,2021-07-13 20:48:50.000,14.5796,121.0781,1.85,17.6,8,1.9192,14,18,19,14,18,19,2892,788,89,4,0,0,793.75,0.0,0.0,0.0,0,0
2052,5629,2021-07-13 20:48:58.000,14.5796,121.0782,1.47,17.6,9,2.4647,15,19,19,15,19,19,2955,808,88,5,0,0,703.13,0.0,0.0,0.0,0,0
2053,5630,2021-07-13 20:49:00.000,14.5795,121.0782,1.98,16.9,13,3.1055,15,20,20,15,20,20,2994,818,100,6,0,0,703.13,0.0,0.0,0.0,0,0
2054,5631,2021-07-13 20:49:02.000,14.5795,121.0782,1.47,16.9,12,2.9319,15,20,20,15,20,20,2994,818,100,6,0,0,731.25,0.0,0.0,0.0,0,0
