,Unnamed: 0,Date,Latitude,Longitude,Speed,Altitude,ir,luminosity,pm1s,pm25s,pm10s,pm1e,pm25e,pm10e,a03um01Lair,a05um01Lair,a1um01Lair,a25um01Lair,a5um01Lair,a10um01Lair,Co2,Temp,Hum,uv,ROH,NH4
0,3577,2021-07-13 19:40:28.000,14.5795,121.0834,0.18,0.0,17,4.4899,6,9,9,6,9,9,1461,389,47,4,0,0,746.88,0.0,0.0,0.0,0,0
1,3578,2021-07-13 19:40:30.210,14.5795,121.0835,0.16,110.6,19,4.9962,6,9,9,6,9,9,1461,389,47,4,0,0,762.5,0.0,0.0,0.0,0,0
2,3579,2021-07-13 19:40:32.000,14.5795,121.0835,0.23,110.6,14,3.5444,5,8,8,5,8,8,1413,375,43,4,0,0,762.5,0.0,0.0,0.0,0,0
3,3580,2021-07-13 19:40:34.000,14.5795,121.0835,0.54,110.6,17,4.1712,5,8,8,5,8,8,1413,375,43,4,0,0,762.5,0.0,0.0,0.0,0,0
4,3581,2021-07-13 19:40:36.210,14.5796,121.0835,0.6,110.6,8,1.9723,5,8,8,5,8,8,1449,386,37,1,0,0,778.13,0.0,0.0,0.0,0,0
5,3582,2021-07-13 19:40:38.000,14.5796,121.0835,0.52,110.6,23,6.7014,5,7,7,5,7,7,1401,370,31,2,0,0,731.25,0.0,0.0,0.0,0,0
6,3583,2021-07-13 19:40:40.000,14.5796,121.0835,0.39,110.6,9,2.3582,5,7,7,5,7,7,1407,371,31,2,0,0,746.88,0.0,0.0,0.0,0,0
7,3584,2021-07-13 19:40:42.210,14.5796,121.0835,0.17,110.6,9,2.252,5,7,7,5,7,7,1407,371,31,2,0,0,853.13,0.0,0.0,0.0,0,0
8,3585,2021-07-13 19:40:42.210,14.5796,121.0835,0.17,110.6,22,5.9419,5,7,7,5,7,7,1386,368,29,2,0,0,762.5,0.0,0.0,0.0,0,0
9,3586,2021-07-13 19:40:46.000,14.5797,121.0835,0.14,110.6,21,5.9285,5,7,7,5,7,7,1431,388,26,2,0,0,762.5,0.0,0.0,0.0,0,0
10,3587,2021-07-13 19:40:48.000,14.5797,121.0835,0.15,110.6,22,6.4216,5,7,7,5,7,7,1431,388,26,2,0,0,762.5,0.0,0.0,0.0,0,0
11,3588,2021-07-13 19:40:50.000,14.5797,121.0835,0.15,110.6,21,6.2486,5,7,7,5,7,7,1383,379,29,2,0,0,778.13,0.0,0.0,0.0,0,0
12,3589,2021-07-13 19:40:52.000,14.5797,121.0835,0.3,110.6,21,5.9818,5,7,7,5,7,7,1359,387,25,2,0,0,837.5,0.0,0.0,0.0,0,0
13,3590,2021-07-13 19:40:54.000,14.5797,121.0835,0.3,110.6,14,3.5975,5,7,7,5,7,7,1308,375,24,2,0,0,731.25,0.0,0.0,0.0,0,0
14,3591,2021-07-13 19:40:56.000,14.5797,121.0835,0.54,110.6,23,6.2749,5,7,7,5,7,7,1308,375,24,2,0,0,762.5,0.0,0.0,0.0,0,0
15,3592,2021-07-13 19:40:58.000,14.5797,121.0835,0.6,110.6,23,6.2217,7,8,9,7,8,9,1512,439,34,3,0,0,778.13,0.0,0.0,0.0,0,0
16,3593,2021-07-13 19:41:00.000,14.5797,121.0835,0.1,110.6,22,6.3149,8,10,11,8,10,11,1749,502,43,3,0,0,746.88,0.0,0.0,0.0,0,0
17,3594,2021-07-13 19:41:02.000,14.5797,121.0835,0.13,110.6,22,6.2616,8,10,11,8,10,11,1749,502,43,3,0,0,825.0,0.0,0.0,0.0,0,0
18,3595,2021-07-13 19:41:02.000,14.5797,121.0835,0.13,110.6,11,3.5046,9216,2304,2816,2816,2304,2816,2822,59138,768,11520,1024,0,778.13,0.0,0.0,0.0,0,0
19,3596,2021-07-13 19:41:06.000,14.5797,121.0834,0.19,110.6,1,0.2267,9,11,12,9,11,12,1875,548,43,3,0,0,746.88,0.0,0.0,0.0,0,0
20,3597,2021-07-13 19:41:08.000,14.5797,121.0834,0.02,110.6,2,0.1943,10,12,12,10,12,12,1962,570,47,3,0,0,746.88,0.0,0.0,0.0,0,0
21,3598,2021-07-13 19:41:10.000,14.5797,121.0834,0.06,110.6,2,0.1943,11,13,13,11,13,13,1962,570,47,3,0,0,731.25,0.0,0.0,0.0,0,0
22,3599,2021-07-13 19:41:13.000,14.5797,121.0834,0.05,110.6,2,0.2448,11,13,14,11,13,14,2022,589,53,3,0,0,837.5,0.0,0.0,0.0,0,0
23,3600,2021-07-13 19:41:15.000,14.5797,121.0834,0.05,110.6,2,0.2448,12,14,14,12,14,14,2097,605,54,3,0,0,746.88,0.0,0.0,0.0,0,0
24,3601,2021-07-13 19:41:16.000,14.5797,121.0834,0.41,110.6,1,0.2798,12,14,14,12,14,14,2097,605,54,3,0,0,746.88,0.0,0.0,0.0,0,0
25,3602,2021-07-13 19:41:18.000,14.5797,121.0834,0.39,110.6,2,0.2448,12,15,15,12,15,15,2181,623,62,4,0,0,778.13,0.0,0.0,0.0,0,0
26,3603,2021-07-13 19:41:20.000,14.5797,121.0834,0.26,110.6,9,2.252,12,15,15,12,15,15,2238,631,63,4,0,0,746.88,0.0,0.0,0.0,0,0
27,3604,2021-07-13 19:41:22.000,14.5797,121.0835,0.28,110.6,3,0.5746,11,15,15,11,15,15,2364,659,64,3,0,0,837.5,0.0,0.0,0.0,0,0
28,3605,2021-07-13 19:41:22.000,14.5797,121.0835,0.28,110.6,4,0.5924,11,15,15,11,15,15,2364,659,64,3,0,0,762.5,0.0,0.0,0.0,0,0
29,3606,2021-07-13 19:41:27.000,14.5797,121.0835,0.25,110.5,3,0.6272,11,14,14,11,14,14,2352,648,60,2,0,0,778.13,0.0,0.0,0.0,0,0
30,3607,2021-07-13 19:41:29.000,14.5797,121.0835,0.32,110.5,4,0.5924,12,15,15,12,15,15,2577,706,68,2,0,0,778.13,0.0,0.0,0.0,0,0
31,3608,2021-07-13 19:41:30.000,14.5797,121.0835,0.35,110.5,4,0.5924,15,20,20,15,20,20,3309,881,100,4,0,0,778.13,0.0,0.0,0.0,0,0
32,3609,2021-07-13 19:41:32.000,14.5797,121.0835,0.48,110.5,3,0.6272,21,26,27,20,26,27,4170,1102,113,5,0,0,884.38,0.0,0.0,0.0,0,0
33,3610,2021-07-13 19:41:32.000,14.5797,121.0835,0.48,110.5,3,0.7861,24,30,30,22,29,30,4953,1318,118,4,0,0,778.13,0.0,0.0,0.0,0,0
34,3611,2021-07-13 19:41:36.000,14.5797,121.0835,0.68,110.5,8,1.8663,30,37,37,26,34,37,5859,1574,141,5,0,0,778.13,0.0,0.0,0.0,0,0
35,3612,2021-07-13 19:41:38.000,14.5797,121.0835,0.55,110.5,65535,0.0,30,36,37,26,33,37,5832,1575,127,5,0,0,778.13,0.0,0.0,0.0,0,0
36,3613,2021-07-13 19:41:40.000,14.5797,121.0835,0.3,110.5,65535,0.0,30,35,35,25,32,35,5901,1594,119,2,0,0,731.25,0.0,0.0,0.0,0,0
37,3614,2021-07-13 19:41:42.000,14.5797,121.0835,0.29,110.5,65535,0.0,29,34,34,25,32,34,5808,1572,119,2,0,0,931.25,0.0,0.0,0.0,0,0
38,3615,2021-07-13 19:41:42.000,14.5797,121.0835,0.29,110.5,65535,0.0,29,34,34,25,32,34,5808,1572,119,2,0,0,746.88,0.0,0.0,0.0,0,0
39,3616,2021-07-13 19:41:46.000,14.5797,121.0835,0.28,110.5,65535,0.0,29,34,34,25,32,34,5598,1522,111,2,0,0,778.13,0.0,0.0,0.0,0,0
40,3617,2021-07-13 19:41:48.000,14.5798,121.0834,0.12,110.5,65535,0.0,28,33,33,24,32,33,5400,1471,109,3,0,0,731.25,0.0,0.0,0.0,0,0
41,3618,2021-07-13 19:41:50.000,14.5798,121.0834,0.18,110.5,65535,0.0,27,32,32,23,31,32,5400,1471,109,3,0,0,746.88,0.0,0.0,0.0,0,0
42,3619,2021-07-13 19:41:52.000,14.5798,121.0834,0.06,110.5,65535,0.0,26,31,31,23,30,31,5196,1414,103,3,0,0,778.13,0.0,0.0,0.0,0,0
43,3620,2021-07-13 19:41:52.000,14.5798,121.0834,0.06,110.5,65535,0.0,26,30,30,23,30,30,5001,1346,94,2,0,0,746.88,0.0,0.0,0.0,0,0
44,3621,2021-07-13 19:41:56.000,14.5798,121.0834,0.23,110.5,65535,0.0,25,28,28,23,28,28,4755,1279,86,2,0,0,746.88,0.0,0.0,0.0,0,0
45,3622,2021-07-13 19:41:58.000,14.5798,121.0834,0.15,110.5,65535,0.0,24,27,27,22,27,27,4755,1279,86,2,0,0,746.88,0.0,0.0,0.0,0,0
46,3623,2021-07-13 19:42:00.000,14.5798,121.0834,0.14,110.5,65535,0.0,23,26,26,21,26,26,4554,1227,89,2,0,0,778.13,0.0,0.0,0.0,0,0
47,3624,2021-07-13 19:42:02.000,14.5798,121.0834,0.23,110.5,65535,0.0,23,26,26,22,26,26,4407,1179,89,2,0,0,762.5,0.0,0.0,0.0,0,0
48,3625,2021-07-13 19:42:02.000,14.5798,121.0834,0.23,110.5,65535,0.0,22,25,25,21,25,25,4287,1145,80,2,0,0,746.88,0.0,0.0,0.0,0,0
49,3626,2021-07-13 19:42:06.000,14.5798,121.0834,0.13,110.5,65535,0.0,21,24,24,20,24,24,4287,1145,80,2,0,0,778.13,0.0,0.0,0.0,0,0
50,3627,2021-07-13 19:42:08.000,14.5798,121.0834,0.14,110.5,65535,0.0,20,23,24,19,23,24,4098,1109,76,3,1,1,762.5,0.0,0.0,0.0,0,0
51,3628,2021-07-13 19:42:10.000,14.5798,121.0834,0.05,110.5,65535,0.0,20,23,23,19,23,23,4086,1108,71,2,1,1,746.88,0.0,0.0,0.0,0,0
52,3629,2021-07-13 19:42:12.000,14.5798,121.0834,0.06,110.5,65535,0.0,20,23,23,19,23,23,4086,1108,71,2,1,1,715.63,0.0,0.0,0.0,0,0
53,3630,2021-07-13 19:42:12.000,14.5798,121.0834,0.06,110.5,65535,0.0,21,23,24,20,23,24,4077,1110,67,2,1,1,778.13,0.0,0.0,0.0,0,0
54,3631,2021-07-13 19:42:16.000,14.5798,121.0834,0.42,110.5,65535,0.0,21,23,23,20,23,23,4032,1099,63,1,1,1,746.88,0.0,0.0,0.0,0,0
55,3632,2021-07-13 19:42:18.000,14.5797,121.0834,0.46,110.5,65535,0.0,21,23,23,20,23,23,4032,1099,63,1,1,1,746.88,0.0,0.0,0.0,0,0
56,3633,2021-07-13 19:42:19.000,14.5797,121.0834,0.46,110.4,65535,0.0,21,24,24,20,24,24,4161,1142,67,1,1,1,762.5,0.0,0.0,0.0,0,0
57,3634,2021-07-13 19:42:19.000,14.5797,121.0834,0.46,110.4,23,6.488,25,29,30,23,29,30,4947,1345,82,1,1,1,762.5,0.0,0.0,0.0,0,0
58,3635,2021-07-13 19:42:24.000,14.5797,121.0834,0.33,110.4,23,6.488,28,32,34,24,31,34,5691,1526,90,5,3,1,746.88,0.0,0.0,0.0,0,0
59,3636,2021-07-13 19:42:24.000,14.5797,121.0834,0.33,110.4,23,6.5414,30,36,37,25,33,37,6237,1669,101,4,2,0,746.88,0.0,0.0,0.0,0,0
60,3637,2021-07-13 19:42:24.000,14.5797,121.0834,0.33,110.4,23,6.5947,32,39,40,27,36,40,6498,1721,113,4,2,0,746.88,0.0,0.0,0.0,0,0
61,3638,2021-07-13 19:42:24.000,14.5797,121.0834,0.33,110.4,23,6.5947,33,40,41,27,36,41,6714,1762,123,4,2,0,746.88,0.0,0.0,0.0,0,0
62,3639,2021-07-13 19:42:24.000,14.5797,121.0834,0.33,110.4,23,6.7014,32,38,39,27,35,39,6456,1698,110,4,2,0,746.88,0.0,0.0,0.0,0,0
63,3640,2021-07-13 19:42:34.000,14.5797,121.0834,0.29,110.4,23,6.7014,31,36,36,26,33,36,6225,1644,103,1,1,0,762.5,0.0,0.0,0.0,0,0
64,3641,2021-07-13 19:42:34.000,14.5797,121.0834,0.29,110.4,22,6.6885,30,34,34,26,32,34,5970,1577,96,0,0,0,746.88,0.0,0.0,0.0,0,0
65,3642,2021-07-13 19:42:38.000,14.5797,121.0834,0.27,110.4,23,6.7014,27,32,32,23,31,32,5730,1503,96,3,0,0,731.25,0.0,0.0,0.0,0,0
66,3643,2021-07-13 19:42:40.000,14.5797,121.0834,0.32,110.4,22,6.742,27,32,32,23,31,32,5730,1503,96,3,0,0,762.5,0.0,0.0,0.0,0,0
67,3644,2021-07-13 19:42:42.000,14.5797,121.0834,0.24,110.4,65535,0.0,25,30,30,22,29,30,5298,1386,81,3,0,0,746.88,0.0,0.0,0.0,0,0
68,3645,2021-07-13 19:42:42.000,14.5797,121.0834,0.24,110.4,8,1.655,25,31,31,22,30,31,5358,1420,92,3,0,0,746.88,0.0,0.0,0.0,0,0
69,3646,2021-07-13 19:42:46.000,14.5797,121.0834,0.1,110.4,65535,0.0,26,32,32,23,31,32,5502,1474,90,4,0,0,746.88,0.0,0.0,0.0,0,0
70,3647,2021-07-13 19:42:48.000,14.5797,121.0834,0.06,110.4,21,6.4622,28,35,35,24,33,35,5706,1521,101,5,0,0,825.0,0.0,0.0,0.0,0,0
71,3648,2021-07-13 19:42:50.000,14.5797,121.0834,0.17,110.4,22,6.2616,31,39,39,26,35,39,6207,1677,124,5,0,0,762.5,0.0,0.0,0.0,0,0
72,3649,2021-07-13 19:42:52.000,14.5797,121.0834,0.28,110.4,13,3.8504,36,43,44,28,38,44,6927,1884,143,6,1,1,746.88,0.0,0.0,0.0,0,0
73,3650,2021-07-13 19:42:52.000,14.5797,121.0834,0.28,110.4,23,6.8615,39,47,48,30,40,47,7455,2017,154,7,2,2,731.25,0.0,0.0,0.0,0,0
74,3651,2021-07-13 19:42:57.000,14.5797,121.0834,0.39,110.4,23,6.9149,41,48,50,31,40,48,7776,2099,158,7,2,2,746.88,0.0,0.0,0.0,0,0
75,3652,2021-07-13 19:42:58.000,14.5797,121.0834,0.24,110.4,24,6.9278,42,50,51,31,41,49,7983,2169,157,8,2,2,825.0,0.0,0.0,0.0,0,0
76,3653,2021-07-13 19:43:00.000,14.5797,121.0834,0.28,110.4,24,6.9278,41,49,50,30,40,48,7983,2169,157,8,2,2,746.88,0.0,0.0,0.0,0,0
77,3654,2021-07-13 19:43:03.000,14.5797,121.0834,0.33,110.4,24,7.0345,43,50,51,31,41,48,8247,2234,166,7,2,2,746.88,0.0,0.0,0.0,0,0
78,3655,2021-07-13 19:43:05.000,14.5797,121.0834,0.26,110.4,24,7.0345,43,51,52,31,41,49,8343,2260,175,7,2,2,746.88,0.0,0.0,0.0,0,0
79,3656,2021-07-13 19:43:06.000,14.5797,121.0834,0.29,110.4,25,7.0476,43,51,52,31,41,49,8343,2260,175,7,2,2,731.25,0.0,0.0,0.0,0,0
80,3657,2021-07-13 19:43:08.000,14.5797,121.0834,0.37,110.4,25,7.1009,44,51,52,31,41,49,8466,2292,170,7,2,2,793.75,0.0,0.0,0.0,0,0
81,3658,2021-07-13 19:43:10.000,14.5797,121.0834,0.43,110.4,24,7.0345,44,50,51,31,41,48,8508,2292,159,5,2,1,746.88,0.0,0.0,0.0,0,0
82,3659,2021-07-13 19:43:12.000,14.5797,121.0834,0.71,110.4,23,7.182,44,50,51,31,41,48,8652,2315,157,4,2,1,746.88,0.0,0.0,0.0,0,0
83,3660,2021-07-13 19:43:15.000,14.5797,121.0834,0.71,110.0,23,7.182,44,50,51,31,41,48,8652,2315,157,4,2,1,762.5,0.0,0.0,0.0,0,0
84,3661,2021-07-13 19:43:17.000,14.5797,121.0834,0.47,109.9,24,7.1412,46,52,52,32,42,49,9039,2423,166,3,1,0,778.13,0.0,0.0,0.0,0,0
85,3662,2021-07-13 19:43:18.000,14.5797,121.0834,0.51,109.9,21,6.1952,49,56,56,34,44,52,9465,2534,178,3,1,0,853.13,0.0,0.0,0.0,0,0
86,3663,2021-07-13 19:43:20.000,14.5797,121.0834,0.39,109.9,24,7.248,48,55,55,33,44,51,9300,2491,167,3,1,0,762.5,0.0,0.0,0.0,0,0
87,3664,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,23,7.0217,47,53,54,33,43,50,9216,2437,161,3,1,0,778.13,0.0,0.0,0.0,0,0
88,3665,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,22,6.5283,46,53,53,33,43,50,9039,2389,170,2,0,0,762.5,0.0,0.0,0.0,0,0
89,3666,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,3,0.5222,44,51,51,32,42,49,8628,2289,162,3,0,0,762.5,0.0,0.0,0.0,0,0
90,3667,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,2,0.3482,42,49,50,31,41,48,8331,2215,160,5,0,0,837.5,0.0,0.0,0.0,0,0
91,3668,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,11,2.4405,41,48,48,30,40,46,8304,2195,157,5,0,0,746.88,0.0,0.0,0.0,0,0
92,3669,2021-07-13 19:43:22.000,14.5797,121.0834,0.23,109.9,16,3.7855,41,48,48,30,40,46,8304,2195,157,5,0,0,746.88,0.0,0.0,0.0,0,0
93,3670,2021-07-13 19:43:34.000,14.5791,121.0836,1.34,109.9,15,3.5058,41,48,49,31,40,47,8277,2177,149,5,0,0,793.75,0.0,0.0,0.0,0,0
94,3671,2021-07-13 19:43:34.000,14.5791,121.0836,1.34,109.9,17,4.1181,39,46,46,30,39,45,7983,2092,140,4,0,0,746.88,0.0,0.0,0.0,0,0
95,3672,2021-07-13 19:43:34.000,14.5791,121.0836,1.34,109.9,17,4.2242,38,44,45,29,38,44,7872,2072,137,4,0,0,931.25,0.0,0.0,0.0,0,0
96,3673,2021-07-13 19:43:34.000,14.5791,121.0836,1.34,109.9,18,4.1858,38,44,45,29,38,44,7872,2072,137,4,0,0,762.5,0.0,0.0,0.0,0,0
97,3674,2021-07-13 19:43:34.000,14.5791,121.0836,1.34,109.9,18,4.2388,36,42,42,28,37,42,7530,1976,127,4,0,0,762.5,0.0,0.0,0.0,0,0
98,3675,2021-07-13 19:43:44.000,14.5791,121.0837,0.61,109.9,18,4.2388,35,41,41,27,36,41,7242,1919,126,4,0,0,762.5,0.0,0.0,0.0,0,0
99,3676,2021-07-13 19:43:44.000,14.5791,121.0837,0.61,109.9,17,4.3304,35,41,41,27,36,41,7242,1919,126,4,0,0,762.5,0.0,0.0,0.0,0,0
100,3677,2021-07-13 19:43:44.000,14.5791,121.0837,0.61,109.9,17,4.3304,35,40,40,27,35,40,7047,1885,124,4,0,0,778.13,0.0,0.0,0.0,0,0
101,3678,2021-07-13 19:43:44.000,14.5791,121.0837,0.61,109.9,18,4.2388,35,40,40,27,35,40,7104,1891,116,3,0,0,762.5,0.0,0.0,0.0,0,0
102,3679,2021-07-13 19:43:44.000,14.5791,121.0837,0.61,109.9,18,4.3978,36,41,41,28,36,41,7113,1876,118,3,0,0,762.5,0.0,0.0,0.0,0,0
103,3680,2021-07-13 19:43:54.000,14.579,121.0837,0.59,109.9,17,4.2242,35,40,40,27,35,40,7113,1876,118,3,0,0,762.5,0.0,0.0,0.0,0,0
104,3681,2021-07-13 19:43:54.000,14.579,121.0837,0.59,109.9,18,4.3448,36,39,39,28,35,39,7200,1899,104,0,0,0,746.88,0.0,0.0,0.0,0,0
105,3682,2021-07-13 19:43:54.000,14.579,121.0837,0.59,109.9,18,4.2918,36,39,39,28,35,39,7041,1860,103,0,0,0,731.25,0.0,0.0,0.0,0,0
106,3683,2021-07-13 19:43:54.000,14.579,121.0837,0.59,109.9,4,0.5924,36,39,39,28,35,39,7041,1860,103,0,0,0,731.25,0.0,0.0,0.0,0,0
107,3684,2021-07-13 19:43:54.000,14.579,121.0837,0.59,109.9,18,4.4509,36,40,40,28,35,40,7092,1885,117,1,0,0,778.13,0.0,0.0,0.0,0,0
108,3685,2021-07-13 19:44:04.000,14.5791,121.0837,0.12,109.9,19,4.4655,38,42,42,29,37,42,7305,1942,126,2,0,0,762.5,0.0,0.0,0.0,0,0
109,3686,2021-07-13 19:44:04.000,14.5791,121.0837,0.12,109.9,18,4.3978,37,42,42,29,37,42,7191,1927,126,3,0,0,778.13,0.0,0.0,0.0,0,0
110,3687,2021-07-13 19:44:04.000,14.5791,121.0837,0.12,109.9,18,4.4509,37,42,42,29,37,42,7191,1927,126,3,0,0,762.5,0.0,0.0,0.0,0,0
111,3688,2021-07-13 19:44:04.000,14.5791,121.0837,0.12,109.9,18,4.3978,38,43,43,29,37,43,7455,2002,128,6,1,0,746.88,0.0,0.0,0.0,0,0
112,3689,2021-07-13 19:44:04.000,14.5791,121.0837,0.12,109.9,19,4.3596,39,45,45,29,38,44,7785,2070,134,6,1,0,746.88,0.0,0.0,0.0,0,0
113,3690,2021-07-13 19:44:14.000,14.5791,121.0837,0.14,109.9,19,4.3596,40,46,47,30,39,46,7956,2116,130,6,1,0,731.25,0.0,0.0,0.0,0,0
114,3691,2021-07-13 19:44:14.000,14.5791,121.0837,0.14,109.9,21,4.3904,40,46,47,30,39,46,7956,2116,130,6,1,0,778.13,0.0,0.0,0.0,0,0
115,3692,2021-07-13 19:44:14.000,14.5791,121.0837,0.14,109.9,21,4.4959,41,47,48,31,40,47,8010,2144,136,6,1,0,762.5,0.0,0.0,0.0,0,0
116,3693,2021-07-13 19:44:14.000,14.5791,121.0837,0.14,109.9,19,4.4655,40,46,47,30,39,46,7872,2119,122,6,1,0,762.5,0.0,0.0,0.0,0,0
117,3694,2021-07-13 19:44:14.000,14.5791,121.0837,0.14,109.9,19,4.5184,40,46,47,30,39,46,7872,2119,122,6,1,0,762.5,0.0,0.0,0.0,0,0
118,3695,2021-07-13 19:44:24.000,14.5791,121.0837,0.44,109.9,7,1.6396,38,44,45,29,38,45,7539,2021,125,6,1,0,746.88,0.0,0.0,0.0,0,0
119,3696,2021-07-13 19:44:24.000,14.5791,121.0837,0.44,109.9,19,4.5714,36,42,42,28,37,42,7275,1958,120,6,1,0,746.88,0.0,0.0,0.0,0,0
120,3697,2021-07-13 19:44:24.000,14.5791,121.0837,0.44,109.9,19,4.5714,35,40,41,28,36,41,6969,1880,108,5,1,0,746.88,0.0,0.0,0.0,0,0
121,3698,2021-07-13 19:44:24.000,14.5791,121.0837,0.44,109.9,18,4.5039,35,40,41,28,36,41,6969,1880,108,5,1,0,778.13,0.0,0.0,0.0,0,0
122,3699,2021-07-13 19:44:24.000,14.5791,121.0837,0.44,109.9,4,0.8538,33,38,38,27,35,38,6501,1757,104,4,1,0,746.88,0.0,0.0,0.0,0,0
123,3700,2021-07-13 19:44:34.000,14.5791,121.0837,0.26,109.9,19,4.6245,32,37,37,27,34,37,6249,1695,104,4,1,0,762.5,0.0,0.0,0.0,0,0
124,3701,2021-07-13 19:44:34.000,14.5791,121.0837,0.26,109.9,2,0.4533,32,37,37,27,34,37,6249,1695,104,4,1,0,731.25,0.0,0.0,0.0,0,0
125,3702,2021-07-13 19:44:34.000,14.5791,121.0837,0.26,109.9,18,4.557,30,34,35,26,32,35,5826,1590,101,2,1,0,762.5,0.0,0.0,0.0,0,0
126,3703,2021-07-13 19:44:34.000,14.5791,121.0837,0.26,109.9,19,4.6775,27,31,32,23,30,32,5421,1500,90,2,1,0,762.5,0.0,0.0,0.0,0,0
127,3704,2021-07-13 19:44:34.000,14.5791,121.0837,0.26,109.9,19,4.6775,25,28,29,22,28,29,5004,1369,85,2,1,0,762.5,0.0,0.0,0.0,0,0
128,3705,2021-07-13 19:44:44.000,14.5791,121.0837,0.71,109.9,17,4.4899,25,28,29,22,28,29,5004,1369,85,2,1,0,868.75,0.0,0.0,0.0,0,0
129,3706,2021-07-13 19:44:44.000,14.5791,121.0837,0.71,109.9,19,4.6775,23,27,27,22,27,27,4485,1233,82,3,1,0,762.5,0.0,0.0,0.0,0,0
130,3707,2021-07-13 19:44:44.000,14.5791,121.0837,0.71,109.9,18,4.7697,21,25,25,20,25,25,4119,1125,81,3,1,0,762.5,0.0,0.0,0.0,0,0
131,3708,2021-07-13 19:44:44.000,14.5791,121.0837,0.71,109.9,19,4.7837,21,25,25,20,25,25,4119,1125,81,3,1,0,762.5,0.0,0.0,0.0,0,0
132,3709,2021-07-13 19:44:44.000,14.5791,121.0837,0.71,109.9,19,4.7306,19,23,24,19,23,24,3957,1091,80,3,1,0,762.5,0.0,0.0,0.0,0,0
133,3710,2021-07-13 19:44:54.000,14.5792,121.0838,0.28,109.9,19,4.7837,19,23,23,19,23,23,3780,1031,73,3,1,0,853.13,0.0,0.0,0.0,0,0
134,3711,2021-07-13 19:44:54.000,14.5792,121.0838,0.28,109.9,19,4.7306,18,21,22,18,21,22,3516,951,71,3,1,0,746.88,0.0,0.0,0.0,0,0
135,3712,2021-07-13 19:44:54.000,14.5792,121.0838,0.28,109.9,19,4.7306,18,21,22,18,21,22,3516,951,71,3,1,0,778.13,0.0,0.0,0.0,0,0
136,3713,2021-07-13 19:44:54.000,14.5792,121.0838,0.28,109.9,18,4.8229,17,20,21,17,20,21,3336,897,62,3,1,0,762.5,0.0,0.0,0.0,0,0
137,3714,2021-07-13 19:44:54.000,14.5792,121.0838,0.28,109.9,19,4.7306,15,18,19,15,18,19,3114,831,56,2,1,0,762.5,0.0,0.0,0.0,0,0
138,3715,2021-07-13 19:45:05.000,14.5792,121.0838,0.24,80.7,19,4.6775,15,18,19,15,18,19,3114,831,56,2,1,0,837.5,0.0,0.0,0.0,0,0
139,3716,2021-07-13 19:45:05.000,14.5792,121.0838,0.24,80.7,19,4.7837,15,18,18,15,18,18,3063,806,59,2,0,0,778.13,0.0,0.0,0.0,0,0
140,3717,2021-07-13 19:45:05.000,14.5792,121.0838,0.24,80.7,13,3.4773,14,17,17,14,17,17,2994,784,59,3,0,0,762.5,0.0,0.0,0.0,0,0
141,3718,2021-07-13 19:45:05.000,14.5792,121.0838,0.24,80.7,19,4.7837,14,17,17,14,17,17,2901,764,61,4,0,0,762.5,0.0,0.0,0.0,0,0
142,3719,2021-07-13 19:45:05.000,14.5792,121.0838,0.24,80.7,14,3.6507,14,17,17,14,17,17,2901,764,61,4,0,0,762.5,0.0,0.0,0.0,0,0
143,3720,2021-07-13 19:45:15.000,14.5792,121.0838,0.14,80.6,19,4.7837,13,16,17,13,16,17,2814,745,58,3,0,0,837.5,0.0,0.0,0.0,0,0
144,3721,2021-07-13 19:45:15.000,14.5792,121.0838,0.14,80.6,19,4.8368,13,16,16,13,16,16,2700,722,64,3,0,0,762.5,0.0,0.0,0.0,0,0
145,3722,2021-07-13 19:45:15.000,14.5792,121.0838,0.14,80.6,19,4.8368,13,16,16,13,16,16,2700,722,64,3,0,0,746.88,0.0,0.0,0.0,0,0
146,3723,2021-07-13 19:45:15.000,14.5792,121.0838,0.14,80.6,19,4.8899,11,14,14,11,14,14,2640,698,59,3,0,0,778.13,0.0,0.0,0.0,0,0
147,3724,2021-07-13 19:45:15.000,14.5792,121.0838,0.14,80.6,19,4.8368,12,15,15,12,15,15,2589,690,65,3,0,0,762.5,0.0,0.0,0.0,0,0
148,3725,2021-07-13 19:45:25.000,14.5792,121.0838,0.14,80.5,20,4.7981,12,15,15,12,15,15,2589,690,65,3,0,0,853.13,0.0,0.0,0.0,0,0
149,3726,2021-07-13 19:45:25.000,14.5792,121.0838,0.14,80.5,19,4.8899,13,16,16,13,16,16,2673,726,71,3,0,0,762.5,0.0,0.0,0.0,0,0
150,3727,2021-07-13 19:45:25.000,14.5792,121.0838,0.14,80.5,19,4.8368,13,16,16,13,16,16,2616,720,75,3,0,0,746.88,0.0,0.0,0.0,0,0
151,3728,2021-07-13 19:45:30.000,14.5792,121.0838,0.21,80.4,19,4.9431,13,16,17,13,16,17,2661,731,84,3,0,0,746.88,0.0,0.0,0.0,0,0
